pk,desa,direccion,ubicacion,localidad,cod_postal,isla,x,y,vigencia_inicio,vigencia_fin
804,DESA00979,CALLE GARCIA ESCAMEZ 3,OFICINA MUNICIPAL: Vehículo policial,Teguise,35540,LANZAROTE,645487,3.23448e+006,20170908000000,
805,DESA00980,AVDA ALCALDE DIAZ SAAVEDRA NAVARRO S/N,SATOCAN: Recepción junto a los ascensores,Palmas de Gran Canaria (Las),35001,GRAN CANARIA,459510,3.10833e+006,20170908000000,
806,DESA00981,AVDA PINTOR FELO MONZON 44,CENTRO COMERCIAL 7 PALMAS:  Acceso a los cines,Palmas de Gran Canaria (Las),35018,GRAN CANARIA,455224,3.10807e+006,20170908000000,
807,DESA00982,MUELLE DE SANTA CATALINA S/N,CENTRO COMERCIAL EL MUELLE: Hall en los cines,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,458042,3.11298e+006,20170908000000,
808,DESA00983,CALLE VIERA Y CLAVIJO S/N,TEATRO CUYÁS: Hall,Palmas de Gran Canaria (Las),35002,GRAN CANARIA,458927,3.10906e+006,20170908000000,
809,DESA00986,CALLE ALOE ESQUINA QUESERIA S/N,EDIFICIO RENAULT: Recepción de taller,Puerto del Rosario,35600,FUERTEVENTURA,609726,3.15274e+006,20170908000000,
810,DESA00989,CALLE LA COCHINILLA ESQUINA QUESERIA S/N,EDIFICIO NISSAN : Recepción Taller,Puerto del Rosario,35600,FUERTEVENTURA,609722,3.15265e+006,20170908000000,
811,DESA00993,AVDA HIPOLITO SINFORIANO 18,BASE POLICIA LOCAL: Entrada,Guancha (La),38440,TENERIFE,338113,3.13984e+006,20170908000000,
812,DESA00994,CALLE LEON Y CASTILLO 231/229 ---/LOCAL4,EDIFICIO CRUZ ROJA ESPAÑOLA: Entrada principal a la derecha,Palmas de Gran Canaria (Las),35005,GRAN CANARIA,457944,3.11093e+006,20170908000000,
813,DESA00995,CALLE LEON Y CASTILLO 231/229 ---/LOCAL4,EDIFICIO CRUZ ROJA ESPAÑOLA: Entrada al local,Palmas de Gran Canaria (Las),35005,GRAN CANARIA,457996,3.11091e+006,20170908000000,
814,DESA00996,CALLE LORD BYRON 9,EDIFICIO CRUZ ROJA: Entrada a la izda,Palmas de Gran Canaria (Las),35005,GRAN CANARIA,457876,3.11096e+006,20170908000000,
815,DESA00997,CALLE ANTONIO PADRON 11,EDIFICIO CRUZ ROJA: En la entrada,Galdar,35460,GRAN CANARIA,435675,3.11359e+006,20170908000000,
816,DESA00998,CALLE MR. PAVILLARD S/N,EDIFICIO CRUZ ROJA ESPAÑOLA: En la entrada a la derecha,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,458627,3.11368e+006,20170908000000,
817,DESA00999,CALLE PLACETA (LA) 10,AYUNTAMIENTO SANTIAGO DEL TEDE: Entrada principal del edificio,Santiago del Teide,38436,TENERIFE,321968,3.13149e+006,20170908000000,
818,DESA01000,CTRA GENERAL ALCALA 2,POLICIA LOCAL SANTIAGO DEL TEIDE: Entrada principal del recinto,Santiago del Teide,38683,TENERIFE,319996,3.12505e+006,20170908000000,
819,DESA01001,CALLE MENDEZ NUÑEZ 14,CENTRO SOCIAL TAMAIMO: Entrada al recinto,Santiago del Teide,38684,TENERIFE,321658,3.12838e+006,20170908000000,
820,DESA01002,CALLE SALVAJE (LA) S/N,CAMPO MUNICIPAL DE FUTBOL: Entrada al recinto,Santiago del Teide,38683,TENERIFE,319522,3.12438e+006,20170908000000,
821,DESA01003,CALLE CANDELARIA 54,CENTRO CULTURAL ARGUAYO: Entrada principal al recinto,Santiago del Teide,38689,TENERIFE,322913,3.1285e+006,20170908000000,
822,DESA01004,CALLE SECRETARIO PADILLA 88,GIMNASIO GO FIT LAS PALMAS: Entrada principal,Palmas de Gran Canaria (Las),35010,GRAN CANARIA,456633,3.11198e+006,20170908000000,
823,DESA01005,CALLE LOS LLANOS  S/N,PROMINSUR: Entrada piscina,Granadilla de Abona,38600,TENERIFE,345076,3.11003e+006,20170908000000,
824,DESA01006,AVDA LORO PARQUE S/N,LORO PARQUE: Entrada recinto,Puerto de la Cruz,38400,TENERIFE,346617,3.1434e+006,20170908000000,
825,DESA01008,VALLE DE TATAJALEJO S/N,ASESORIA: Oficina,Tuineje,35629,FUERTEVENTURA,586369,3.11958e+006,20170908000000,
826,DESA01009,AVDA SIAM PARK 0,SIAM PARK: Cuarto socorrista,Adeje,38660,TENERIFE,330426,3.1064e+006,20170908000000,
827,DESA01010,CALLE PISCINA (LA) 8,PISCINA MUNICIPAL: Botiquín enfermería,Candelaria,38530,TENERIFE,365979,3.13777e+006,20170908000000,
828,DESA01012,AVDA REPUBLICA DE NICARAGUA 42,MEDIFONSA: Oficina,Palmas de Gran Canaria (Las),35010,GRAN CANARIA,455012,3.1104e+006,20170908000000,
829,DESA01013,CALLE COMODORO ROLIN 4,EMMASA: Detrás de recepción,Santa Cruz de Tenerife,38007,TENERIFE,375971,3.14923e+006,20170908000000,
830,DESA01014,FINCA CERCA VIEJA 10,HOTEL TENEGUIA PRINCESS: Piscina,Fuencaliente,38740,LA PALMA,218590,3.15623e+006,20170908000000,
831,DESA01015,FINCA CERCA VIEJA 10,HOTEL TENEGUIA PRINCESS: Recepción,Fuencaliente,38740,LA PALMA,218827,3.15632e+006,20170908000000,
832,DESA01016,AVDA TOUROPERADOR AURINKOMATKA 1,CDAD. PROP. VERDEMAR: Parte baja del Solario,San Bartolome de Tirajana,35100,GRAN CANARIA,441853,3.0703e+006,20170908000000,
833,DESA01020,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo policial  1,Laguna (La),38201,TENERIFE,371369,3.15181e+006,20170908000000,
834,DESA01021,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 2,Laguna (La),38201,TENERIFE,371360,3.15183e+006,20170908000000,
835,DESA01022,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 3,Laguna (La),38201,TENERIFE,371362,3.15183e+006,20170908000000,
836,DESA01023,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 4,Laguna (La),38201,TENERIFE,371367,3.15182e+006,20170908000000,
837,DESA01024,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 5,Laguna (La),38201,TENERIFE,371370,3.15182e+006,20170908000000,
838,DESA01025,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 6,Laguna (La),38201,TENERIFE,371369,3.15182e+006,20170908000000,
839,DESA01026,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 7,Laguna (La),38201,TENERIFE,371366,3.15182e+006,20170908000000,
840,DESA01027,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 8,Laguna (La),38201,TENERIFE,371370,3.15181e+006,20170908000000,
841,DESA01028,CALLE CONSISTORIO (EL) 6,PARQUE MOVIL: Vehículo Policial 9,Laguna (La),38201,TENERIFE,371369,3.15181e+006,20170908000000,
842,DESA01029,AVDA NAOS (DE) 2,ESCUELA DE PESCA: Frente a conserjeria,Arrecife,35500,LANZAROTE,642091,3.20481e+006,20170908000000,
843,DESA01030,CALLE RED (LA) 1,HOTEL H10 OCEAN DUNAS: Recepción,Oliva La,35660,FUERTEVENTURA,610434,3.17904e+006,20170908000000,
844,DESA01033,LUGAR MORISCOS (LOS) (INGENIO) S/N,EDIFICIO SAINT GOBAIN WEBER CEMARKSA: Oficina servicio clientes,Ingenio,35250,GRAN CANARIA,460786,3.09031e+006,20170908000000,
845,DESA01034,CALLE CAMPANA (LA) 10,EDIFICIO SAINT GOBAIN WEBER CEMARKSA. Oficina clientes planta 0,Rosario (El),38190,TENERIFE,370954,3.14412e+006,20170908000000,
846,DESA01036,CALLE LANZAROTE 4,PLAYA PARK CLUB: Recepción,Oliva La,35660,FUERTEVENTURA,611023,3.17825e+006,20170908000000,
847,DESA01037,CALLE LANZAROTE 4,PLAYA PARK CLUB: Baños Teatro,Oliva La,35660,FUERTEVENTURA,611046,3.17823e+006,20170908000000,
848,DESA01038,AVDA MARITIMA 1,HOTEL GRAN REY: Recepción,Valle Gran Rey,38870,LA GOMERA,270184,3.10929e+006,20170908000000,
849,DESA01039,CALLE ADOBE S/N,CENTRO INFANTIL MUNICIPAL BUZANADA: Recepción,Arona,38627,TENERIFE,337614,3.1063e+006,20170908000000,
850,DESA01040,CALLE MONTAÑA GRANDE 9,ESCUELA INFANTIL MUNICIPAL  EL FRAILE: Recepción,Arona,38639,TENERIFE,336139,3.09955e+006,20170908000000,
851,DESA01041,CALLE TENDERETE S/N,PARQUE BOMBEROS: Vehículo 8601 JCC,Arrecife,35500,LANZAROTE,639986,3.20634e+006,20170908000000,
852,DESA01066,CALLE ALMIRANTE CHURRUCA 4,ASOCIACION SANGRE MARINA: Recepción,Guimar,38508,TENERIFE,365156,3.13067e+006,20170908000000,
853,DESA01077,CALLE SANCHO PANZA 4,HOTEL BARCELÓ OCCIDENTAL JANDÍA PLAYA: zona premium.,Pajara,35625,FUERTEVENTURA,566226,3.10342e+006,20170908000000,
854,DESA01078,CALLE SANCHO PANZA 4,HOTEL BARCELÓ OCCIDENTAL JANDÍA PLAYA: Spa,Pajara,35625,FUERTEVENTURA,566383,3.10335e+006,20170908000000,
855,DESA01085,AEROPUERTO TENERIFE SUR S/N,AEROPUERTO  DE TENERIFE SUR: Torre de control.,Granadilla de Abona,38610,TENERIFE,345185,3.10356e+006,20170908000000,
856,DESA01094,AEROPUERTO TE TENERIFE NORTE S/N,AEROPUERTO DE TENERIFE NORTE: Torre de control.,Laguna (La),38297,TENERIFE,368231,3.15195e+006,20170908000000,
857,DESA01095,AEROPUERTO DE GRAN CANARIA  S/N Autopista GC1,AEROPUERTO DE GRAN CANARIA: Centro de control 1 de tránsito aéreo de Canarias. Entrada principal.,Telde,35230,GRAN CANARIA,461972,3.09146e+006,20170908000000,
858,DESA01096,AEROPUERTO DE GRAN CANARIA  S/N Autopista GC1,AEROPUERTO DE GRAN CANARIA: Torre de Control,Telde,35230,GRAN CANARIA,461584,3.0902e+006,20170908000000,
859,DESA01097,AEROPUERTO DE GRAN CANARIA  S/N Autopista GC1,AEROPUERTO DE GRAN CANARIA: Centro de Control 2 de tránsito aéreo de Canarias. Bloque técnico.,Telde,35230,GRAN CANARIA,461939,3.09137e+006,20170908000000,
860,DESA01103,CTRA DEL CENTRO  138,EMALSA CENTRO DE EXPLOTACIÓN LLANO LAS BRUJAS: Sala de Telemando junto a la puerta de comunicación con sala de inspectores,Palmas de Gran Canaria (Las),35015,GRAN CANARIA,457778,3.1069e+006,20170908000000,
861,DESA01121,CALLE LANDA GOLF 2,HOTEL GARA SUITES GOLF SPA : Recepción,Arona,38650,TENERIFE,330719,3.10542e+006,20170908000000,
862,DESA01125,CALLE LA ATALAYA 2 PLANTA BAJA - CORRALEJO,BUEN DÍA CORRALEJO NOHOTEL: Recepción del Complejo,Oliva La,35660,FUERTEVENTURA,610529,3.18014e+006,20170908000000,
863,DESA01126,CTRA DEHESAS (LAS) 127,HOGAR SANTA RITA: Recepción,Puerto de la Cruz,38400,TENERIFE,346618,3.14361e+006,20170908000000,
864,DESA01127,CTRA DEHESAS (LAS) 127,HOGAR SANTA RITA: Enfermería  Medicina General,Puerto de la Cruz,38400,TENERIFE,346617,3.14358e+006,20170908000000,
865,DESA01128,CTRA DEHESAS (LAS) 127,HOGAR SANTA RITA: Enfermería  Edif. Fray Leopoldo,Puerto de la Cruz,38400,TENERIFE,346633,3.14359e+006,20170908000000,
866,DESA01129,CALLE INOCENCIO GARCIA 1,CASA SALAZAR: Planta 0: Recepción  pared entrada aula 1,Orotava (La),38300,TENERIFE,350647,3.14141e+006,20170908000000,
867,DESA01138,MUELLE REINA SOFIA S/N,ASTICAN: Nave de ARS I,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,460001,3.11274e+006,20170908000000,
868,DESA01145,MUELLE REINA SOFIA S/N,ASTICAN: Hall de edificio de oficinas ARS,Palmas de Gran Canaria (Las),35008,GRAN CANARIA,459989,3.11275e+006,20170908000000,
869,DESA01200,POLIGONO INDUSTRIAL GRANADILLA 0,UNELCO: Sala de Control en Nave Turbina,Granadilla de Abona,38594,TENERIFE,353260,3.10751e+006,20170908000000,
870,DESA01248,CTRA GENERAL 141,COLEGIO CEO MARIO LHERMET VALLIER: Vestíbulo del colegio junto a conserjería.,Hermigua,38820,LA GOMERA,284231,3.11757e+006,20170908000000,
871,DESA01250,CTRA GENERAL 120,ESPACIO CULTURAL EL CONVENTO: En al vitrina en el Vestíbulo del Centro,Hermigua,38820,LA GOMERA,284132,3.1161e+006,20170908000000,
872,DESA01251,CTRA GENERAL 161,CASINO DE HERMIGUA: Patio del casino de Hermigua,Hermigua,38820,LA GOMERA,284449,3.11774e+006,20170908000000,
873,DESA01252,CTRA GENERAL S/N,CAMPO DE FUTBOL DE HERMIGUA: Vitrina en la entrada de los vestuarios del Campo de Futbol,Hermigua,38820,LA GOMERA,284184,3.11728e+006,20170908000000,
874,DESA01253,CLLON ORDAIZ (DE) 1,CASA DE LA CULTURA DE HERMIGUA: Patio de Acceso cas de la cultura,Hermigua,38890,LA GOMERA,284617,3.11778e+006,20170908000000,
